4 2 1 0 0 11 10.600000 2212 0 0.310378
3 -1 1  2212     0     0      0.21887611      0.36737215      0.36261429      1.09302913 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.40927451     -0.97818451      4.21345110      4.34482689 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 1.098412
1 -1 1    11     0     0      0.81565860     -0.50649579      7.93452571      7.99240486 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.07943343      0.03149378     -0.03547464      0.94410971 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.93205099      0.51266902      0.76083793      1.60958921 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.03695895     -0.03766700      1.94011099      1.94082854 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2112 0 0.050180
1 -1 1    11     0     0     -0.57844451     -0.05834818      1.23633320      1.36620738 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2212     0     0     -0.17788192      0.10537850      0.00596748      0.96080004 0.938272 0.000000 0.000000 -3.000000
3 -1 1  2112     0     0      0.83202369      0.09778738      0.52868055      1.36532490 0.939565 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.07569726     -0.14481770      8.82901875      8.83053081 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 2.351134
1 -1 1    11     0     0      0.48410696     -0.28380977      1.10816174      1.24214743 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0     -0.00359846     -0.04241046     -0.06063469      0.94248147 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.45540500      0.25548289      0.39939600      1.14566002 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.02510351      0.07073734      9.15307694      9.15338470 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 1.348251
1 -1 1    11     0     0     -0.05579431     -0.20578366      0.47995859      0.52518609 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0     -0.22240199      0.09042938     -0.01909119      0.96994214 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.15911992     -0.25504506      0.10255318      0.99057498 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.43731622      0.37039934     10.03657941     10.05292830 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2112 0 0.000372
1 -1 1    11     0     0     -0.46003685      0.09289373      0.10881212      0.48177119 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2212     0     0     -0.02611116     -0.01205888     -0.10169512      0.94420528 0.938272 0.000000 0.000000 -3.000000
3 -1 1  2112     0     0     -0.03802332      0.31901117      0.87496769      1.32346723 0.939565 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.52417133     -0.39984603      9.71791531      9.74025207 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 2.492867
1 -1 1    11     0     0      0.36015662      0.15726380      0.92198489      1.00224802 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.12445963      0.03036886     -0.11423901      0.95511580 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.07713810      0.08088586      0.22424570      0.97115057 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.40747815     -0.26851851      9.56800841      9.58044496 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 4.832273
1 -1 1    11     0     0      0.19751629     -0.12005200      0.27320804      0.35786598 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0     -0.01732054      0.03571273     -0.11811296      0.94779177 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.08746300     -0.19902864      0.25760818      0.99698478 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.09273275      0.28336792     10.18729674     10.19165892 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 1.397449
1 -1 1    11     0     0      0.12495376      0.46311234      2.08839511      2.14277411 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.04790895     -0.03598371      0.01990057      0.94168429 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.20556369      0.21212423      0.10807398      0.98958961 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.03270096     -0.63925286      8.38363032      8.40803015 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2112 0 1.871401
1 -1 1    11     0     0     -0.11008514     -0.19629289      0.25913168      0.34321877 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2212     0     0     -0.03762862      0.01681234      0.01758288      0.93934138 0.938272 0.000000 0.000000 -3.000000
3 -1 1  2112     0     0      0.24550540      0.23936729      0.13588064      1.00936431 0.939565 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.09779164     -0.05988673     10.18740479     10.18805016 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 2.555122
1 -1 1    11     0     0     -0.11748437     -0.40669249      0.75575137      0.86623423 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.03834935      0.02382926      0.02122819      0.94088910 0.939565 0.000000 0.000000 -3.000000
